股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,买入信号,技术形态,上市天数
002229.SZ,鸿博股份,9.61,10.03,10.6,9.6,69643429.0,4.05,9.58,9.50,9.18,9.07,8.25,0.08,10.09,9.18,8.27,61.53,59.32,65.95,4129370300.0,轻工制造-包装印刷-包装印刷Ⅲ,腾讯平台;人民币升值;金融IC;融资融券;转融券标的;赛马概念;世界杯;基站天线;互联网+;互联网彩票;5G;华为概念,周线boll突破上轨||周线mtm金叉||月线boll突破中轨,价升量涨||放量||阳线,3997
002500.SZ,山西证券,9.61,9.51,9.65,9.47,24903950.0,-0.83,9.54,9.67,9.43,9.18,8.11,-0.16,10.50,9.43,8.36,33.28,38.63,22.6,26901176000.0,金融服务-证券-证券Ⅲ,MSCI概念;融资融券;深股通;转融券标的;地方国资改革;山西国资改革;外资券商影子股,skdj金叉||月线dmi金叉||月线dma金叉,缩量||价跌量缩||月线长下影线,3076
600398.SH,海澜之家,9.61,9.49,9.63,9.44,13493355.0,-1.15,9.56,9.75,9.75,9.76,9.54,-0.12,10.18,9.75,9.32,23.24,32.31,5.1,42636566000.0,纺织服装-服装家纺-男装,智能物流;核污染防治;二胎概念;阿里巴巴概念;融资融券;股权转让;腾讯概念;沪股通;商品新零售;转融券标的;赛马概念;MSCI概念;大消费;新零售;机构重仓,wr超卖||周线cr金叉,缩量||回调缩量||阴线,6685
600929.SH,湖南盐业,9.6,9.5,9.69,9.5,10032759.0,-1.66,9.49,9.55,9.61,9.92,9.33,-0.07,10.15,9.61,9.07,41.92,36.68,52.39,3204779700.0,化工-基础化学-氯碱,食盐;湖南国资改革;地方国资改革;调味品,月线bias买入信号||月线cr金叉||月线skdj超卖,缩量||价跌量缩||月线长下影线,388
601319.SH,中国人保,9.6,9.5,9.64,9.48,49133915.0,-1.15,9.59,9.65,9.67,9.94,8.28,-0.21,10.35,9.67,8.99,31.79,32.26,30.85,9606780000.0,金融服务-保险及其他-保险Ⅲ,新股与次新股;沪股通;中字头股票;央企国资改革,月线skdj超卖||月线kdj超卖||月线kdj低位钝化,缩量||价跌量缩||月线长下影线,153
603316.SH,诚邦股份,9.6,9.71,9.89,9.46,4780687.0,0.1,9.43,9.39,9.27,9.18,8.47,0.01,9.73,9.27,8.81,62.37,55.46,76.19,1020293770.0,建筑材料-建筑装饰-装饰园林,特色小镇;园林开发;PPP概念,macd金叉,放量||价升量缩||阳线,668
603488.SH,展鹏科技,9.6,9.6,9.93,9.56,4656168.0,0.31,9.44,9.49,9.33,9.25,8.57,-0.04,9.80,9.33,8.87,40.74,44.63,32.95,926294110.0,机械设备-电气设备-电气自控设备,--,cci买入信号||skdj金叉||月线macd金叉,价升量涨||放量||长上影线,702
601838.SH,成都银行,9.58,9.54,9.7,9.5,27175329.0,-0.52,9.44,9.33,9.14,9.11,8.69,0.07,9.68,9.14,8.59,64.14,63.56,65.3,17806151000.0,金融服务-银行-银行Ⅲ,沪股通,周线cci买入信号,缩量||价跌量缩||回调缩量,442
300441.SZ,鲍斯股份,9.56,9.4,9.6,9.35,5583660.0,-1.47,9.13,8.93,8.42,8.27,7.71,0.19,9.60,8.42,7.23,74.5,78.21,67.07,2305215700.0,机械设备-通用设备-其它通用机械,新零售;机床制造;商品新零售;工业4.0,boll突破上轨,缩量||价跌量缩||旗形,1456
002290.SZ,中科新材,9.55,9.38,9.85,9.34,6234150.0,-0.85,9.27,9.65,10.02,10.22,9.49,-0.25,11.24,10.02,8.80,40.45,40.35,40.66,1972793400.0,家用电器-白色家电-其他白色家电,互联网金融;文化传媒;家用电器;年报预增,kdj金叉||周线cr金叉||周线mtm金叉,缩量||月线长下影线||回调缩量,3514
600094.SH,大名城,9.55,9.62,9.77,9.39,31563731.0,0.0,9.28,8.72,7.82,7.34,5.72,0.27,9.97,7.82,5.68,91.35,88.53,96.98,21900940000.0,房地产-房地产开发-房地产开发Ⅲ,参股保险;融资租赁;B转H;融资融券;金控平台;转融券标的;沪股通,月线boll突破上轨||月线cci买入信号||月线dmi金叉,缩量||阳线||月线长下影线,7959
600630.SH,龙头股份,9.55,9.4,9.55,9.37,7291683.0,-1.98,9.48,9.62,9.69,9.31,8.26,-0.23,10.37,9.69,9.00,24.26,28.4,15.97,3993699000.0,纺织服装-服装家纺-其他服装,国产伟哥;口罩;PM2.5;埃博拉概念;迪士尼;上海自贸区;进口博览会;地方国资改革;上海国资改革;人民币贬值受益;创投;流感,wr超卖||月线cci买入信号||月线roc买入信号,缩量||价跌量缩||回调缩量,9564
600755.SH,厦门国贸,9.55,9.38,9.68,9.36,64220444.0,-0.74,9.25,9.33,9.28,9.09,8.24,-0.12,9.78,9.28,8.77,48.56,44.2,57.28,17036670000.0,商业贸易-贸易-贸易Ⅲ,天然气;参股券商;外贸;海峡西岸;互联网期货;食盐;融资融券;沪股通;转融券标的;白马股;美团概念股;小额贷款;地方国资改革;独角兽概念;福建自贸区;期货概念;科创板预期;台湾概念股,月线macd金叉||月线cci买入信号||周线rsi金叉,放量||月线长下影线||阴线,8232
300387.SZ,富邦股份,9.53,9.84,9.84,9.35,6709434.0,3.58,9.16,8.93,8.25,7.93,7.13,0.23,9.82,8.25,6.67,92.68,87.22,103.59,2834998100.0,化工-化学制品-其他化学制品,节水灌溉;生态农业;化肥,boll突破上轨||月线boll突破上轨||月线cci买入信号,价升量涨||放量||阳线,1751
002708.SZ,光洋股份,9.52,9.34,9.63,9.31,9765682.0,-2.61,9.57,9.51,9.87,10.04,9.02,-0.17,11.15,9.87,8.59,31.38,33.41,27.33,3477264300.0,交运设备-汽车零部件-汽车零部件Ⅲ,高端装备;新能源汽车;壳资源;创投,wr超卖,缩量||价跌量缩||回调缩量,1913
002717.SZ,岭南股份,9.52,9.33,9.55,9.28,11815048.0,-2.0,9.49,9.74,9.64,9.40,8.74,-0.18,10.26,9.64,9.03,27.78,37.86,7.63,6372294800.0,公用事业-环保工程-环保工程及服务,参股保险;IP概念;虚拟现实;迪士尼;海绵城市;深股通;广告营销;美丽中国;VR平台;白马股;土壤修复;文化传媒;特色小镇;乡村振兴;PPP概念;雄安环保;雄安新区;园林开发;污水处理;年报预增;高送转,wr超卖,缩量||价跌量缩||回调缩量,1884
000962.SZ,东方钽业,9.5,9.28,9.89,9.2,24642019.0,-3.33,9.15,8.96,8.67,8.48,7.77,0.09,9.50,8.67,7.84,69.01,69.02,68.98,4090912200.0,有色金属-新材料-金属新材料Ⅲ,碳化硅;新材料概念;稀缺资源;轻型合金;智能玻璃;超级电容;铌;锂电池;钛;稀有金属;超导;小金属概念;央企国资改革;燃料电池;证金持股,月线cr金叉||周线boll突破上轨,放量||价跌量缩||旗形,7028
300293.SZ,蓝英装备,9.5,9.37,9.6,9.31,2674700.0,-0.64,9.48,9.52,9.69,9.85,8.91,-0.19,10.21,9.69,9.17,33.17,35.83,27.86,2529900000.0,机械设备-专用设备-其它专用机械,机器人概念;高端装备;工业机器人;工业4.0;年报预增,vr买入信号,缩量||价跌量缩||月线长下影线,2597
000722.SZ,湖南发展,9.49,9.21,9.55,9.1,25026973.0,-5.44,9.60,9.38,9.09,8.73,7.57,-0.04,9.97,9.09,8.22,52.0,61.96,32.08,4274897800.0,公用事业-电力-水电,洞庭湖生态经济区;页岩气;交通示范区;养老地产;湖南自贸区;长江经济带;地方国资改革;养老概念;供销社;湖南国资改革,月线cci买入信号,放量||价跌量缩||月线长下影线,8001
002742.SZ,三圣股份,9.49,10.03,10.3,9.3,33595108.0,4.48,9.28,9.02,8.52,8.48,8.06,0.32,9.98,8.52,7.07,72.83,70.08,78.32,2693816200.0,建筑材料-建筑材料-其他建材,职业教育;生物医药;工程建材;维生素;一带一路;中非合作,boll突破上轨||kdj金叉||月线cr金叉,放量||价升量缩||阳线,1521
300248.SZ,新开普,9.49,9.24,9.54,9.15,8387784.0,-2.22,9.44,9.62,9.56,9.42,8.43,-0.22,10.49,9.56,8.63,21.85,29.34,6.88,2925710200.0,信息服务-计算机应用-软件开发及服务,虹膜识别;银联;指纹支付;数字货币;NFC;指纹技术;众筹概念;交通一卡通;移动支付;职业教育;区块链;无人零售;人脸识别;蚂蚁金服概念;边缘计算,wr超卖||月线dma金叉,缩量||回调缩量||阴线,2820
600463.SH,空港股份,9.49,9.26,9.49,9.23,3470318.0,-2.11,9.40,9.53,9.92,9.56,8.44,-0.28,11.39,9.92,8.44,24.53,24.58,24.43,2778000000.0,房地产-园区开发-园区开发Ⅲ,基因测序;国开行;雄安新区;北京大兴机场;基因疗法;工业用地;基因芯片;军民融合;地方国资改革;雄安基建;科创板IPO;北京国资改革,wr超卖||dmi金叉,缩量||回调缩量||阴线,5509
603628.SH,清源股份,9.49,9.76,9.76,9.42,4349180.0,3.39,9.62,9.54,9.42,9.30,8.65,-0.04,9.83,9.42,9.00,49.16,49.7,48.06,866688000.0,机械设备-电气设备-电源设备,光伏概念,行情收盘价上穿5日||skdj金叉||rsi金叉,价升量涨||放量||阳线,826
000584.SZ,哈工智能,9.48,9.24,9.54,9.18,8080868.0,-2.63,9.46,9.52,9.36,9.16,8.17,-0.17,10.31,9.36,8.41,28.59,36.65,12.48,5528439100.0,机械设备-专用设备-其它专用机械,工业4.0;纳米;碳纤维;深股通;股权转让;高端装备;蔚来汽车概念;工业机器人;机器人概念,wr超卖,缩量||回调缩量||阴线,8542
002730.SZ,电光科技,9.48,9.12,9.5,9.06,4338250.0,-3.59,9.58,9.31,8.86,8.66,7.89,0.02,10.08,8.86,7.64,45.73,60.28,16.61,2649350900.0,机械设备-专用设备-冶金矿采化工设备,参股新三板;3D打印;幼儿教育;军工;在线教育,月线macd金叉||月线cr金叉||月线dmi金叉,缩量||价跌量缩||旗形,1652
300070.SZ,碧水源,9.48,9.34,9.48,9.27,36805439.0,-1.37,9.33,9.48,9.49,9.57,8.94,-0.1,10.04,9.49,8.94,30.54,33.7,24.22,20174647000.0,公用事业-环保工程-环保工程及服务,膜材料;能源纸;危废处理;净水器;水处理膜;高性能膜;参股民营银行;再生水;分离膜;工业节水;新型城镇化;排水;央视财经50;京津冀一体化;冬奥会;融资融券;深股通;转融券标的;PPP概念;海绵城市;美丽中国;污水处理;雄安新区;雄安环保;节能环保;股权转让;MSCI预期,月线bias买入信号||月线kdj超卖||月线psy超卖,缩量||价跌量缩||月线长下影线,3284
600328.SH,兰太实业,9.48,9.6,9.85,9.48,12017387.0,0.31,9.57,9.59,9.19,8.91,8.20,-0.03,10.15,9.19,8.22,43.91,50.55,30.64,4205098300.0,化工-基础化学-无机盐,钾离子电池;防辐射;钠离子电池;抗辐射药;调味品;稀缺资源;盐酸;聚氯乙烯;食盐;国改双百行动;PVC;烧碱,行情收盘价上穿5日||月线macd金叉||月线cci买入信号,价升量涨||缩量||阳线,6691
600128.SH,弘业股份,9.46,9.59,9.64,9.3,14317561.0,1.16,9.45,9.56,9.57,9.78,8.91,-0.1,10.48,9.57,8.67,33.24,29.08,41.58,2366500300.0,商业贸易-贸易-贸易Ⅲ,互联网期货;外贸;金改;江苏国资改革;地方国资改革;期货概念;创投,skdj金叉||kdj金叉||rsi金叉,价升量涨||缩量||阳线,7899
603456.SH,九洲药业,9.46,9.46,9.56,9.31,3836391.0,-0.11,9.47,9.48,9.50,9.56,8.38,-0.14,9.97,9.50,9.03,32.07,36.49,23.22,7577020800.0,医药生物-化学制药-化学原料药,创新药;生物医药,月线roc买入信号,缩量||回调缩量||价跌量升,1651
002655.SZ,共达电声,9.45,9.19,9.59,9.18,16723039.0,-3.47,9.46,9.87,9.48,9.06,7.97,-0.28,10.94,9.48,8.02,15.95,30.81,-13.78,3308400000.0,电子-电子制造-电子系统组装,诺贝尔;骨传导;文化传媒;WIN升级;苹果概念;三星;股权转让;小米概念;影视娱乐;智能音箱;语音技术;智能穿戴;消费电子;台湾概念股,wr超卖||bias买入信号,缩量||回调缩量||阴线,2617
002763.SZ,汇洁股份,9.45,9.36,9.53,9.35,2267680.0,-1.78,9.54,9.55,9.41,9.42,8.94,-0.05,9.84,9.41,8.98,35.79,51.76,3.86,1700862300.0,纺织服装-服装家纺-其他服装,她经济,wr超卖||月线macd金叉,缩量||回调缩量||阴线,1408
600285.SH,羚锐制药,9.45,9.31,9.45,9.26,5595468.0,-1.27,9.41,9.68,9.30,9.12,8.44,-0.12,10.26,9.30,8.35,22.02,37.41,-8.78,4930230700.0,医药生物-中药-中药Ⅲ,医疗改革;中医药;独家医药品种;融资融券;沪股通;转融券标的;芬太尼,wr超卖||月线macd金叉||月线boll突破中轨,缩量||价跌量缩||旗形,6756
300626.SZ,华瑞股份,9.44,9.42,9.67,9.37,4554124.0,-0.11,9.34,9.45,9.34,9.36,8.90,-0.05,9.83,9.34,8.85,50.79,53.13,46.11,884316870.0,机械设备-电气设备-电机,工业4.0;人民币贬值受益;兜底增持,dmi金叉||周线行情收盘价上穿5日,放量||阴线||价跌量升,759
600272.SH,开开实业,9.43,9.48,9.53,9.37,1862301.0,0.0,9.44,9.47,9.40,9.26,8.53,-0.1,9.80,9.40,9.00,48.49,46.84,51.81,1516800000.0,医药生物-医药商业-医药商业Ⅲ,B转H;老字号;生物医药;地方国资改革;上海国资改革,skdj金叉||kdj金叉||月线boll突破中轨,缩量||阳线||一阳二线,6623
601225.SH,陕西煤业,9.42,9.31,9.47,9.28,35539988.0,-1.79,9.30,9.49,9.25,9.09,8.77,-0.07,10.05,9.25,8.45,29.15,37.91,11.63,93100000000.0,采掘-煤炭开采加工-煤炭开采Ⅲ,稀缺煤;MSCI概念;陕西自贸区;融资融券;沪股通;转融券标的;地方国资改革;机构重仓,月线macd金叉||月线dma金叉,缩量||价跌量缩||回调缩量,1906
000531.SZ,穗恒运A,9.41,9.0,9.45,8.87,37670038.0,-6.35,9.52,8.71,8.06,7.86,7.03,0.33,9.94,8.06,6.19,74.51,80.14,63.25,6165745400.0,公用事业-电力-火电,参股保险;电力改革;融资融券;转融券标的;广东国资改革;地方国资改革;粤港澳大湾区;燃料电池,月线vr买入信号||月线dma金叉,放量||价跌量缩||旗形,9233
002958.SZ,青农商行,9.41,9.11,9.44,9.1,67662445.0,-1.62,9.41,9.66,--,--,--,-0.1,--,--,--,25.51,33.97,8.59,5061111100.0,金融服务-银行-银行Ⅲ,新股与次新股,wr超卖||周线kdj超卖||月线kdj超卖,价跌量缩||阴线||阶段放量,23
300077.SZ,国民技术,9.41,9.34,9.49,9.31,19616027.0,-1.27,9.36,9.43,9.60,9.80,8.97,-0.14,10.18,9.60,9.03,35.26,31.97,41.85,5052395500.0,电子-半导体及元件-集成电路,换芯;移动金融;交通一卡通;恒大概念;SNS概念;NFC;智能终端;国产替代;存储芯片;5G;移动互联网;金融IC;芯片概念;芯片制造;AI芯片;人工智能;负极材料;集成电路概念;锂电池;物联网;移动支付;网络安全,周线mtm金叉,缩量||价跌量缩||月线长下影线,3275
603020.SH,爱普股份,9.41,9.33,9.54,9.32,2275639.0,-0.85,9.34,9.39,9.27,9.14,8.50,-0.08,9.70,9.27,8.85,41.3,48.58,26.75,2985600000.0,食品饮料-食品加工制造-食品综合,--,skdj金叉,缩量||价跌量缩||回调缩量,1485
600410.SH,华胜天成,9.4,9.15,9.4,9.1,34282687.0,-1.82,9.20,9.18,9.33,9.09,7.80,-0.17,10.14,9.33,8.52,52.1,51.6,53.1,10053502000.0,信息服务-计算机应用-软件开发及服务,电子信息;去IOE;IPV6;参股新三板;国产软件;灾备存储;参股民营银行;国产替代;数据存储;云服务;移动支付;透明计算;融资融券;沪股通;转融券标的;军民融合;冷链物流;电子政务;大数据;芯片设计;芯片概念;物联网感知层;机器学习;人工智能;智慧城市;阿里巴巴概念;云计算;物联网;工业互联网;军工;网络安全;透明工厂;科创板IPO,月线macd金叉,缩量||价跌量缩||月线长下影线,5469
300153.SZ,科泰电源,9.39,9.1,9.41,9.06,8537002.0,-2.78,9.26,9.32,8.97,8.90,8.26,-0.02,9.86,8.97,8.07,35.85,48.0,11.56,2908336200.0,机械设备-电气设备-电源设备,锂电池;节能环保;小额贷款;仪电仪表;核电;新能源物流车;生物质能;锂电设备;新能源整车;新能源汽车;华为概念;长三角一体化,月线macd金叉||月线vr买入信号||月线dmi金叉,缩量||价跌量缩||旗形,3032
300356.SZ,光一科技,9.39,9.41,9.68,9.31,22963639.0,-1.16,9.74,9.78,9.80,10.02,8.44,-0.26,10.78,9.80,8.82,26.1,30.82,16.65,3470147100.0,机械设备-电气设备-电气自控设备,参股新三板;智能电网;知识产权保护;创投;边缘计算;能源互联网,wr超卖||月线dma金叉,缩量||阳线||价跌量缩,2382
000930.SZ,中粮生化,9.38,9.26,9.48,9.18,28711748.0,-0.86,9.51,9.35,9.01,8.97,8.27,0.02,9.87,9.01,8.15,49.2,62.02,23.56,7522926900.0,农林牧渔-农产品加工-其他农产品加工,生物质能;金改;生态农业;中粮系国企改革;节能环保;地沟油概念;央企控股;油菜籽;秸秆综合利用;菜籽油;菜籽粕;聚乳酸;融资融券;深股通;转融券标的;燃料乙醇;中粮系,月线mtm金叉,缩量||价跌量缩||回调缩量,7220
000931.SZ,中关村,9.38,9.18,9.38,9.14,11657738.0,-2.24,9.26,9.38,9.46,9.31,8.50,-0.18,10.01,9.46,8.90,39.55,39.51,39.64,6445191200.0,医药生物-化学制药-化学制剂,参股新三板;参股民营银行;核污染防治;众筹概念;抗辐射药;京津冀一体化;中朝贸易区;黄光裕概念;雄安新区;创新药;医保目录;健康中国;生物医药;养老概念;创投;年报预增,skdj金叉||kdj金叉||cr金叉,缩量||价跌量缩||月线长下影线,7220
601882.SH,海天精工,9.38,9.31,9.47,9.3,2188119.0,-0.75,9.42,9.55,9.49,9.34,8.68,-0.16,9.90,9.49,9.08,34.66,44.83,14.33,1172501400.0,机械设备-通用设备-机床工具,高端装备,月线dmi金叉,缩量||价跌量缩||月线长下影线,892
601766.SH,中国中车,9.37,9.31,9.42,9.29,65803164.0,-0.75,9.30,9.32,9.24,9.26,9.13,0.01,9.50,9.24,8.98,46.5,50.42,38.65,213363720000.0,交运设备-非汽车交运-铁路设备,央企控股;雄安交通;融资租赁;参股保险;高铁;联通混改;PPP概念;有轨电车;MSCI概念;铁路混改;融资融券;铁路基建;沪股通;电机电控;新能源汽车;转融券标的;雄安新区;轨道交通;磁悬浮;IGBT;高端装备;一带一路;中字头股票;央企国资改革;证金持股,周线cr金叉||周线行情收盘价上穿5日||周线rsi金叉,缩量||价跌量缩||回调缩量,3895
603767.SH,中马传动,9.37,8.89,9.5,8.88,18195845.0,-8.73,8.92,8.66,8.49,8.30,7.67,0.11,9.30,8.49,7.69,59.24,60.79,56.14,842220820.0,交运设备-汽车零部件-汽车零部件Ⅲ,乡村振兴;农机;新能源汽车,周线boll突破上轨||周线行情收盘价上穿5日||周线cci买入信号,放量||价跌量缩||旗形,674
600021.SH,上海电力,9.36,9.36,9.42,9.26,8797392.0,-0.43,9.47,9.38,9.23,9.17,8.94,0.02,9.67,9.23,8.79,42.28,53.96,18.9,20027959000.0,公用事业-电力-火电,电力改革;中电投合并;煤价下跌受益;新能源;分布式发电;西电东送;融资融券;转融券标的;太阳能;国改双百行动;证金持股;央企国资改革;年报预增,月线dmi金叉,缩量||价跌量缩||回调缩量,5650
000715.SZ,中兴商业,9.35,9.39,9.74,9.27,3862226.0,0.64,9.25,9.32,9.26,9.20,7.85,-0.17,9.74,9.26,8.79,34.6,34.95,33.91,2615720400.0,商业贸易-零售-百货零售,全运会;商超百货;新零售,cci买入信号||skdj金叉||rsi金叉,价升量涨||放量||阳线,8015
300202.SZ,聚龙股份,9.35,9.07,9.35,9.05,11618597.0,-3.0,9.22,9.57,9.24,9.00,7.86,-0.25,10.73,9.24,7.75,19.36,29.82,-1.56,3687770800.0,信息设备-计算机设备-计算机设备Ⅲ,人民币防伪;ATM机;SDR概念;新版人民币;国产替代;融资融券;深股通;区块链应用;转融券标的;区块链;互联网金融,wr超卖||bias买入信号||月线mtm金叉,缩量||价跌量缩||回调缩量,2925
300240.SZ,飞力达,9.35,9.16,9.38,9.11,12370948.0,-3.98,9.44,9.39,8.85,8.75,8.02,0.06,10.13,8.85,7.57,48.75,56.77,32.7,3343722500.0,交通运输-物流-物流Ⅲ,物流骨干网;双十一;进口博览会;创投,月线macd金叉||月线boll突破中轨,缩量||价跌量缩||旗形,2843
300305.SZ,裕兴股份,9.35,9.13,9.35,9.01,2051964.0,-0.22,9.13,9.08,8.94,9.06,8.39,-0.0,9.54,8.94,8.34,70.26,64.9,80.97,2096215100.0,化工-化工合成材料-其他塑料制品,气凝胶;碳海绵;高性能膜;新能源;OLED材料;OLED,macd金叉,缩量||价跌量缩||月线长下影线,2576
600356.SH,恒丰纸业,9.35,9.07,9.45,9.07,10731563.0,-4.22,9.01,9.21,9.53,9.36,8.01,-0.29,10.63,9.53,8.43,25.86,21.91,33.74,2709493600.0,轻工制造-造纸-造纸Ⅲ,中朝贸易区;振兴东北;人民币升值;环保包装;造纸转暖;地方国资改革;纸浆;工业大麻,行情收盘价上穿5日||mtm金叉||skdj金叉,缩量||价跌量缩||月线长下影线,6573
600101.SH,明星电力,9.34,9.72,9.95,9.18,12739476.0,2.86,9.35,9.21,9.09,8.89,8.20,0.04,9.55,9.09,8.62,66.94,62.77,75.29,3151019700.0,公用事业-电力-水电,钒电池;新能源;涉矿;钒涨价;天然气;成渝特区;央企国资改革;宝能系,macd金叉||周线cr金叉||周线cci买入信号,价升量涨||放量||阳线,7965
600622.SH,光大嘉宝,9.34,9.12,9.34,9.1,11988915.0,-3.29,9.32,9.50,9.10,8.77,8.00,-0.11,10.25,9.10,7.96,29.18,41.66,4.22,10520869900.0,房地产-房地产开发-房地产开发Ⅲ,核电;稀有金属;小金属概念;沪股通;年报预增,wr超卖||月线roc买入信号,缩量||价跌量缩||月线长下影线,9632
600674.SH,川投能源,9.34,9.14,9.34,9.14,28399936.0,-3.38,9.37,9.40,9.40,9.40,9.24,-0.06,9.69,9.40,9.12,35.62,47.66,11.54,40235564000.0,公用事业-电力-水电,新能源;电力改革;多晶硅;成渝特区;MSCI概念;融资融券;沪股通;转融券标的;地方国资改革;四川国资改革,wr超卖||月线dmi金叉,放量||阴线||价跌量升,9337
